Perioden;Regio's;Gemiddelde verkoopprijs (euro)
2006;Echt-Susteren;194736
2007;Echt-Susteren;207326
2008;Echt-Susteren;202111
2009;Echt-Susteren;185932
2010;Echt-Susteren;198541
2011;Echt-Susteren;190443
2012;Echt-Susteren;191208
2013;Echt-Susteren;174337
2014;Echt-Susteren;182955
2015;Echt-Susteren;177131
2016;Echt-Susteren;187880
2017;Echt-Susteren;210676
2018;Echt-Susteren;225752
2019;Echt-Susteren;241334
2020;Echt-Susteren;254534
2021;Echt-Susteren;286426
2022;Echt-Susteren;314551
2023;Echt-Susteren;323939
2024;Echt-Susteren;343615
1995;Edam-Volendam;85760
1996;Edam-Volendam;98359
1997;Edam-Volendam;103925
1998;Edam-Volendam;111210
1999;Edam-Volendam;135818
2000;Edam-Volendam;170400
2001;Edam-Volendam;204435
2002;Edam-Volendam;196902
2003;Edam-Volendam;207513
2004;Edam-Volendam;230087
2005;Edam-Volendam;253091
2006;Edam-Volendam;272181
2007;Edam-Volendam;277718
2008;Edam-Volendam;337129
2009;Edam-Volendam;286721
2010;Edam-Volendam;270242
2011;Edam-Volendam;273070
2012;Edam-Volendam;238205
2013;Edam-Volendam;196134
2014;Edam-Volendam;218079
2015;Edam-Volendam;227861
2016;Edam-Volendam;262314
2017;Edam-Volendam;281721
2018;Edam-Volendam;308703
2019;Edam-Volendam;326325
2020;Edam-Volendam;353711
2021;Edam-Volendam;357430
2022;Edam-Volendam;421963
2023;Edam-Volendam;401690
2024;Edam-Volendam;463120
1995;Ede;111526
1996;Ede;120831
1997;Ede;133216
1998;Ede;153534
1999;Ede;179304
2000;Ede;204788
2001;Ede;207934
2002;Ede;228359
2003;Ede;232380
2004;Ede;233167
2005;Ede;246740
2006;Ede;254618
2007;Ede;274703
2008;Ede;283215
2009;Ede;271937
2010;Ede;265566
2011;Ede;249686
2012;Ede;237404
2013;Ede;222518
2014;Ede;225311
2015;Ede;231632
2016;Ede;246465
2017;Ede;247766
2018;Ede;281942
2019;Ede;302817
2020;Ede;329976
2021;Ede;392419
2022;Ede;429379
2023;Ede;428788
2024;Ede;461089
1995;Eelde;103938
1996;Eelde;107956
1997;Eelde;128792
1998;Eelde;
1999;Eelde;
2000;Eelde;
2001;Eelde;
2002;Eelde;
2003;Eelde;
2004;Eelde;
2005;Eelde;
2006;Eelde;
2007;Eelde;
2008;Eelde;
2009;Eelde;
2010;Eelde;
2011;Eelde;
2012;Eelde;
2013;Eelde;
2014;Eelde;
2015;Eelde;
2016;Eelde;
2017;Eelde;
2018;Eelde;
2019;Eelde;
2020;Eelde;
2021;Eelde;
2022;Eelde;
2023;Eelde;
2024;Eelde;
1995;Eemnes;121550
1996;Eemnes;130016
1997;Eemnes;153020
1998;Eemnes;154088
1999;Eemnes;202044
2000;Eemnes;247256
2001;Eemnes;338615
2002;Eemnes;313453
2003;Eemnes;279170
2004;Eemnes;264441
2005;Eemnes;275911
2006;Eemnes;352087
2007;Eemnes;341957
2008;Eemnes;378630
2009;Eemnes;371948
2010;Eemnes;293493
2011;Eemnes;287124
2012;Eemnes;290045
2013;Eemnes;261624
2014;Eemnes;317112
2015;Eemnes;305333
2016;Eemnes;346441
2017;Eemnes;371731
2018;Eemnes;398964
2019;Eemnes;423048
2020;Eemnes;460699
2021;Eemnes;504938
2022;Eemnes;619261
2023;Eemnes;469958
2024;Eemnes;603677
1995;Eemsdelta;
1996;Eemsdelta;
1997;Eemsdelta;
1998;Eemsdelta;
1999;Eemsdelta;
2000;Eemsdelta;
2001;Eemsdelta;
2002;Eemsdelta;
2003;Eemsdelta;
2004;Eemsdelta;
2005;Eemsdelta;
2006;Eemsdelta;
2007;Eemsdelta;
2008;Eemsdelta;
2009;Eemsdelta;
2010;Eemsdelta;
2011;Eemsdelta;
2012;Eemsdelta;
2013;Eemsdelta;
2014;Eemsdelta;
2015;Eemsdelta;
2016;Eemsdelta;
2017;Eemsdelta;
2018;Eemsdelta;
2019;Eemsdelta;
2020;Eemsdelta;
2021;Eemsdelta;223055
2022;Eemsdelta;247661
2023;Eemsdelta;258900
2024;Eemsdelta;291875
1995;Eemsmond;53025
1996;Eemsmond;59933
1997;Eemsmond;64950
1998;Eemsmond;76290
1999;Eemsmond;88733
2000;Eemsmond;95980
2001;Eemsmond;120814
2002;Eemsmond;140522
2003;Eemsmond;140119
2004;Eemsmond;151714
2005;Eemsmond;149233
2006;Eemsmond;160724
2007;Eemsmond;166727
2008;Eemsmond;185581
2009;Eemsmond;163960
2010;Eemsmond;159205
2011;Eemsmond;170050
2012;Eemsmond;149641
2013;Eemsmond;141202
2014;Eemsmond;144908
2015;Eemsmond;158565
2016;Eemsmond;165969
2017;Eemsmond;168314
2018;Eemsmond;176456
2019;Eemsmond;
2020;Eemsmond;
2021;Eemsmond;
2022;Eemsmond;
2023;Eemsmond;
2024;Eemsmond;
1995;Eersel;119626
1996;Eersel;131397
1997;Eersel;158558
1998;Eersel;172642
1999;Eersel;197891
2000;Eersel;236444
2001;Eersel;270796
2002;Eersel;282300
2003;Eersel;285209
2004;Eersel;297126
2005;Eersel;301908
2006;Eersel;338013
2007;Eersel;343247
2008;Eersel;340647
2009;Eersel;346686
2010;Eersel;324326
2011;Eersel;327081
2012;Eersel;286226
2013;Eersel;267229
2014;Eersel;278325
2015;Eersel;277859
2016;Eersel;280998
2017;Eersel;303937
2018;Eersel;344790
2019;Eersel;322493
2020;Eersel;382850
2021;Eersel;470135
2022;Eersel;511303
2023;Eersel;497606
2024;Eersel;526920
1995;Egmond;108133
1996;Egmond;124344
1997;Egmond;131084
1998;Egmond;152654
1999;Egmond;174833
2000;Egmond;218267
2001;Egmond;
2002;Egmond;
2003;Egmond;
2004;Egmond;
2005;Egmond;
2006;Egmond;
2007;Egmond;
2008;Egmond;
2009;Egmond;
2010;Egmond;
2011;Egmond;
2012;Egmond;
2013;Egmond;
2014;Egmond;
2015;Egmond;
2016;Egmond;
2017;Egmond;
2018;Egmond;
2019;Egmond;
2020;Egmond;
2021;Egmond;
2022;Egmond;
2023;Egmond;
2024;Egmond;
1995;Eibergen;91790
1996;Eibergen;99302
1997;Eibergen;114215
1998;Eibergen;117988
1999;Eibergen;144897
2000;Eibergen;185023
2001;Eibergen;197765
2002;Eibergen;211674
2003;Eibergen;181189
2004;Eibergen;201993
2005;Eibergen;
2006;Eibergen;
2007;Eibergen;
2008;Eibergen;
2009;Eibergen;
2010;Eibergen;
2011;Eibergen;
2012;Eibergen;
2013;Eibergen;
2014;Eibergen;
2015;Eibergen;
2016;Eibergen;
2017;Eibergen;
2018;Eibergen;
2019;Eibergen;
2020;Eibergen;
2021;Eibergen;
2022;Eibergen;
2023;Eibergen;
2024;Eibergen;
1995;Eijsden;108135
1996;Eijsden;134479
1997;Eijsden;148193
1998;Eijsden;150600
1999;Eijsden;174113
2000;Eijsden;216969
2001;Eijsden;219348
2002;Eijsden;241274
2003;Eijsden;227135
2004;Eijsden;251417
2005;Eijsden;255386
2006;Eijsden;254817
2007;Eijsden;248261
2008;Eijsden;255539
2009;Eijsden;253151
2010;Eijsden;284009
2011;Eijsden;
2012;Eijsden;
2013;Eijsden;
2014;Eijsden;
2015;Eijsden;
2016;Eijsden;
2017;Eijsden;
2018;Eijsden;
2019;Eijsden;
2020;Eijsden;
2021;Eijsden;
2022;Eijsden;
2023;Eijsden;
2024;Eijsden;
1995;Eijsden-Margraten;
1996;Eijsden-Margraten;
1997;Eijsden-Margraten;
1998;Eijsden-Margraten;
1999;Eijsden-Margraten;
2000;Eijsden-Margraten;
2001;Eijsden-Margraten;
2002;Eijsden-Margraten;
2003;Eijsden-Margraten;
2004;Eijsden-Margraten;
2005;Eijsden-Margraten;
2006;Eijsden-Margraten;
2007;Eijsden-Margraten;
2008;Eijsden-Margraten;
2009;Eijsden-Margraten;
2010;Eijsden-Margraten;
2011;Eijsden-Margraten;264688
2012;Eijsden-Margraten;221316
2013;Eijsden-Margraten;231290
2014;Eijsden-Margraten;232500
2015;Eijsden-Margraten;238300
2016;Eijsden-Margraten;256480
2017;Eijsden-Margraten;269814
2018;Eijsden-Margraten;295517
2019;Eijsden-Margraten;322239
2020;Eijsden-Margraten;331858
2021;Eijsden-Margraten;386121
2022;Eijsden-Margraten;418356
2023;Eijsden-Margraten;401290
2024;Eijsden-Margraten;448726
1995;Eindhoven;87095
1996;Eindhoven;99972
1997;Eindhoven;113902
1998;Eindhoven;129376
1999;Eindhoven;151700
2000;Eindhoven;178190
2001;Eindhoven;188035
2002;Eindhoven;200976
2003;Eindhoven;200507
2004;Eindhoven;203075
2005;Eindhoven;211986
2006;Eindhoven;218448
2007;Eindhoven;229410
2008;Eindhoven;240779
2009;Eindhoven;222666
2010;Eindhoven;218423
2011;Eindhoven;215421
2012;Eindhoven;208218
2013;Eindhoven;195444
2014;Eindhoven;206208
2015;Eindhoven;212919
2016;Eindhoven;227320
2017;Eindhoven;258287
2018;Eindhoven;286088
2019;Eindhoven;308793
2020;Eindhoven;344024
2021;Eindhoven;367046
2022;Eindhoven;411914
2023;Eindhoven;404275
2024;Eindhoven;450380
1995;Elburg;102200
1996;Elburg;111677
1997;Elburg;129524
1998;Elburg;127517
1999;Elburg;175571
2000;Elburg;206520
2001;Elburg;191013
2002;Elburg;210066
2003;Elburg;213739
2004;Elburg;221268
2005;Elburg;223674
2006;Elburg;258746
2007;Elburg;272212
2008;Elburg;262808
2009;Elburg;261500
2010;Elburg;258929
2011;Elburg;230310
2012;Elburg;236298
2013;Elburg;212226
2014;Elburg;232187
2015;Elburg;231145
2016;Elburg;232395
2017;Elburg;265099
2018;Elburg;267712
2019;Elburg;290570
2020;Elburg;297143
2021;Elburg;348909
2022;Elburg;390511
2023;Elburg;391847
2024;Elburg;450037
1995;Elst;103977
1996;Elst;120249
1997;Elst;140483
1998;Elst;145237
1999;Elst;177580
2000;Elst;210694
2001;Elst;
2002;Elst;
2003;Elst;
2004;Elst;
2005;Elst;
2006;Elst;
2007;Elst;
2008;Elst;
2009;Elst;
2010;Elst;
2011;Elst;
2012;Elst;
2013;Elst;
2014;Elst;
2015;Elst;
2016;Elst;
2017;Elst;
2018;Elst;
2019;Elst;
2020;Elst;
2021;Elst;
2022;Elst;
2023;Elst;
2024;Elst;
1995;Emmen;74636
1996;Emmen;83434
1997;Emmen;93054
1998;Emmen;100686
1999;Emmen;108330
2000;Emmen;122583
2001;Emmen;133447
2002;Emmen;148534
2003;Emmen;154476
2004;Emmen;157012
2005;Emmen;168827
2006;Emmen;176542
2007;Emmen;187535
2008;Emmen;181218
2009;Emmen;171201
2010;Emmen;173616
2011;Emmen;170985
2012;Emmen;163328
2013;Emmen;154309
2014;Emmen;154291
2015;Emmen;163937
2016;Emmen;171741
2017;Emmen;184750
2018;Emmen;196312
2019;Emmen;205734
2020;Emmen;226483
2021;Emmen;262002
2022;Emmen;295488
2023;Emmen;297463
2024;Emmen;313566
1995;Enkhuizen;78503
1996;Enkhuizen;73759
1997;Enkhuizen;86962
1998;Enkhuizen;96856
1999;Enkhuizen;121107
2000;Enkhuizen;145837
2001;Enkhuizen;165804
2002;Enkhuizen;175358
2003;Enkhuizen;179807
2004;Enkhuizen;184152
2005;Enkhuizen;189402
2006;Enkhuizen;194952
2007;Enkhuizen;207572
2008;Enkhuizen;206671
2009;Enkhuizen;194155
2010;Enkhuizen;194323
2011;Enkhuizen;190933
2012;Enkhuizen;177095
2013;Enkhuizen;169398
2014;Enkhuizen;174217
2015;Enkhuizen;182236
2016;Enkhuizen;199595
2017;Enkhuizen;227100
2018;Enkhuizen;242590
2019;Enkhuizen;242843
2020;Enkhuizen;269123
2021;Enkhuizen;326901
2022;Enkhuizen;368168
2023;Enkhuizen;340683
2024;Enkhuizen;391470
1995;Enschede;74311
1996;Enschede;81142
1997;Enschede;87987
1998;Enschede;90297
1999;Enschede;106161
2000;Enschede;119080
2001;Enschede;137278
2002;Enschede;146872
2003;Enschede;157615
2004;Enschede;163434
2005;Enschede;166776
2006;Enschede;175148
2007;Enschede;181149
2008;Enschede;183827
2009;Enschede;179685
2010;Enschede;177524
2011;Enschede;168291
2012;Enschede;168652
2013;Enschede;159085
2014;Enschede;163760
2015;Enschede;171755
2016;Enschede;182901
2017;Enschede;202828
2018;Enschede;217820
2019;Enschede;236580
2020;Enschede;250307
2021;Enschede;293302
2022;Enschede;331510
2023;Enschede;330955
2024;Enschede;345393
1995;Epe;129560
1996;Epe;137188
1997;Epe;144234
1998;Epe;161741
1999;Epe;204740
2000;Epe;259459
2001;Epe;298451
2002;Epe;290209
2003;Epe;264225
2004;Epe;305390
2005;Epe;309604
2006;Epe;327065
2007;Epe;342049
2008;Epe;309682
2009;Epe;298552
2010;Epe;281030
2011;Epe;288784
2012;Epe;245069
2013;Epe;223410
2014;Epe;253415
2015;Epe;248385
2016;Epe;267704
2017;Epe;301598
2018;Epe;315587
2019;Epe;340893
2020;Epe;383561
2021;Epe;463628
2022;Epe;490421
2023;Epe;487968
2024;Epe;472590
1995;Ermelo;120337
1996;Ermelo;126721
1997;Ermelo;147684
1998;Ermelo;163908
1999;Ermelo;204687
2000;Ermelo;235624
2001;Ermelo;259469
2002;Ermelo;270774
2003;Ermelo;268482
2004;Ermelo;291421
2005;Ermelo;308476
2006;Ermelo;304184
2007;Ermelo;309183
2008;Ermelo;302549
2009;Ermelo;287098
2010;Ermelo;320276
2011;Ermelo;281714
2012;Ermelo;274388
2013;Ermelo;246783
2014;Ermelo;267052
2015;Ermelo;258218
2016;Ermelo;293176
2017;Ermelo;299821
2018;Ermelo;341607
2019;Ermelo;338278
2020;Ermelo;360055
2021;Ermelo;424209
2022;Ermelo;509295
2023;Ermelo;489950
2024;Ermelo;545808
1995;Esch;160772
1996;Esch;
1997;Esch;
1998;Esch;
1999;Esch;
2000;Esch;
2001;Esch;
2002;Esch;
2003;Esch;
2004;Esch;
2005;Esch;
2006;Esch;
2007;Esch;
2008;Esch;
2009;Esch;
2010;Esch;
2011;Esch;
2012;Esch;
2013;Esch;
2014;Esch;
2015;Esch;
2016;Esch;
2017;Esch;
2018;Esch;
2019;Esch;
2020;Esch;
2021;Esch;
2022;Esch;
2023;Esch;
2024;Esch;
1995;Etten-Leur;105668
1996;Etten-Leur;114682
1997;Etten-Leur;119769
1998;Etten-Leur;132757
1999;Etten-Leur;142633
2000;Etten-Leur;163714
2001;Etten-Leur;186058
2002;Etten-Leur;216599
2003;Etten-Leur;219091
2004;Etten-Leur;212987
2005;Etten-Leur;223696
2006;Etten-Leur;238986
2007;Etten-Leur;258311
2008;Etten-Leur;267002
2009;Etten-Leur;251537
2010;Etten-Leur;247087
2011;Etten-Leur;234897
2012;Etten-Leur;239999
2013;Etten-Leur;215234
2014;Etten-Leur;227560
2015;Etten-Leur;220577
2016;Etten-Leur;245236
2017;Etten-Leur;269692
2018;Etten-Leur;284964
2019;Etten-Leur;300580
2020;Etten-Leur;340667
2021;Etten-Leur;364881
2022;Etten-Leur;414082
2023;Etten-Leur;404599
2024;Etten-Leur;416543
1995;Ferwerderadeel;52506
1996;Ferwerderadeel;58746
1997;Ferwerderadeel;66459
1998;Ferwerderadeel;70007
1999;Ferwerderadeel;
2000;Ferwerderadeel;
2001;Ferwerderadeel;
2002;Ferwerderadeel;
2003;Ferwerderadeel;
2004;Ferwerderadeel;
2005;Ferwerderadeel;
2006;Ferwerderadeel;
2007;Ferwerderadeel;
2008;Ferwerderadeel;
2009;Ferwerderadeel;
2010;Ferwerderadeel;
2011;Ferwerderadeel;
2012;Ferwerderadeel;
2013;Ferwerderadeel;
2014;Ferwerderadeel;
2015;Ferwerderadeel;
2016;Ferwerderadeel;
2017;Ferwerderadeel;
2018;Ferwerderadeel;
2019;Ferwerderadeel;
2020;Ferwerderadeel;
2021;Ferwerderadeel;
2022;Ferwerderadeel;
2023;Ferwerderadeel;
2024;Ferwerderadeel;
1995;Ferwerderadiel;
1996;Ferwerderadiel;
1997;Ferwerderadiel;
1998;Ferwerderadiel;
1999;Ferwerderadiel;78815
2000;Ferwerderadiel;93066
2001;Ferwerderadiel;109727
2002;Ferwerderadiel;124681
2003;Ferwerderadiel;132137
2004;Ferwerderadiel;144413
2005;Ferwerderadiel;156207
2006;Ferwerderadiel;163698
2007;Ferwerderadiel;160773
2008;Ferwerderadiel;186130
2009;Ferwerderadiel;162197
2010;Ferwerderadiel;147850
2011;Ferwerderadiel;157142
2012;Ferwerderadiel;154167
2013;Ferwerderadiel;142780
2014;Ferwerderadiel;150891
2015;Ferwerderadiel;146065
2016;Ferwerderadiel;159043
2017;Ferwerderadiel;177814
2018;Ferwerderadiel;166577
2019;Ferwerderadiel;
2020;Ferwerderadiel;
2021;Ferwerderadiel;
2022;Ferwerderadiel;
2023;Ferwerderadiel;
2024;Ferwerderadiel;
1995;Fijnaart en Heijningen;92154
1996;Fijnaart en Heijningen;94669
1997;Fijnaart en Heijningen;
1998;Fijnaart en Heijningen;
1999;Fijnaart en Heijningen;
2000;Fijnaart en Heijningen;
2001;Fijnaart en Heijningen;
2002;Fijnaart en Heijningen;
2003;Fijnaart en Heijningen;
2004;Fijnaart en Heijningen;
2005;Fijnaart en Heijningen;
2006;Fijnaart en Heijningen;
2007;Fijnaart en Heijningen;
2008;Fijnaart en Heijningen;
2009;Fijnaart en Heijningen;
2010;Fijnaart en Heijningen;
2011;Fijnaart en Heijningen;
2012;Fijnaart en Heijningen;
2013;Fijnaart en Heijningen;
2014;Fijnaart en Heijningen;
2015;Fijnaart en Heijningen;
2016;Fijnaart en Heijningen;
2017;Fijnaart en Heijningen;
2018;Fijnaart en Heijningen;
2019;Fijnaart en Heijningen;
2020;Fijnaart en Heijningen;
2021;Fijnaart en Heijningen;
2022;Fijnaart en Heijningen;
2023;Fijnaart en Heijningen;
2024;Fijnaart en Heijningen;
1995;Franekeradeel;59745
1996;Franekeradeel;67775
1997;Franekeradeel;77951
1998;Franekeradeel;82198
1999;Franekeradeel;84439
2000;Franekeradeel;110132
2001;Franekeradeel;125224
2002;Franekeradeel;133497
2003;Franekeradeel;139348
2004;Franekeradeel;162710
2005;Franekeradeel;157881
2006;Franekeradeel;179389
2007;Franekeradeel;164138
2008;Franekeradeel;192386
2009;Franekeradeel;158878
2010;Franekeradeel;182056
2011;Franekeradeel;165388
2012;Franekeradeel;149972
2013;Franekeradeel;140882
2014;Franekeradeel;146869
2015;Franekeradeel;149344
2016;Franekeradeel;161989
2017;Franekeradeel;179650
2018;Franekeradeel;
2019;Franekeradeel;
2020;Franekeradeel;
2021;Franekeradeel;
2022;Franekeradeel;
2023;Franekeradeel;
2024;Franekeradeel;
1995;De Friese Meren;
1996;De Friese Meren;
1997;De Friese Meren;
1998;De Friese Meren;
1999;De Friese Meren;
2000;De Friese Meren;
2001;De Friese Meren;
2002;De Friese Meren;
2003;De Friese Meren;
2004;De Friese Meren;
2005;De Friese Meren;
2006;De Friese Meren;
2007;De Friese Meren;
2008;De Friese Meren;
2009;De Friese Meren;
2010;De Friese Meren;
2011;De Friese Meren;
2012;De Friese Meren;
2013;De Friese Meren;
2014;De Friese Meren;202847
2015;De Friese Meren;203762
2016;De Friese Meren;
2017;De Friese Meren;
2018;De Friese Meren;
2019;De Friese Meren;
2020;De Friese Meren;
2021;De Friese Meren;
2022;De Friese Meren;
2023;De Friese Meren;
2024;De Friese Meren;
1995;De Fryske Marren;
1996;De Fryske Marren;
1997;De Fryske Marren;
1998;De Fryske Marren;
1999;De Fryske Marren;
2000;De Fryske Marren;
2001;De Fryske Marren;
2002;De Fryske Marren;
2003;De Fryske Marren;
2004;De Fryske Marren;
2005;De Fryske Marren;
2006;De Fryske Marren;
2007;De Fryske Marren;
2008;De Fryske Marren;
2009;De Fryske Marren;
2010;De Fryske Marren;
2011;De Fryske Marren;
2012;De Fryske Marren;
2013;De Fryske Marren;
2014;De Fryske Marren;
2015;De Fryske Marren;207262
2016;De Fryske Marren;219532
2017;De Fryske Marren;231668
2018;De Fryske Marren;252787
2019;De Fryske Marren;268780
2020;De Fryske Marren;311910
2021;De Fryske Marren;344437
2022;De Fryske Marren;361360
2023;De Fryske Marren;363811
2024;De Fryske Marren;400366
1995;Gaasterlân-Sleat;67182
1996;Gaasterlân-Sleat;81806
1997;Gaasterlân-Sleat;97809
1998;Gaasterlân-Sleat;83676
1999;Gaasterlân-Sleat;121704
2000;Gaasterlân-Sleat;151101
2001;Gaasterlân-Sleat;191566
2002;Gaasterlân-Sleat;216637
2003;Gaasterlân-Sleat;197488
2004;Gaasterlân-Sleat;216982
2005;Gaasterlân-Sleat;197688
2006;Gaasterlân-Sleat;253921
2007;Gaasterlân-Sleat;226065
2008;Gaasterlân-Sleat;254659
2009;Gaasterlân-Sleat;242641
2010;Gaasterlân-Sleat;210193
2011;Gaasterlân-Sleat;263015
2012;Gaasterlân-Sleat;213831
2013;Gaasterlân-Sleat;187042
2014;Gaasterlân-Sleat;
2015;Gaasterlân-Sleat;
2016;Gaasterlân-Sleat;
2017;Gaasterlân-Sleat;
2018;Gaasterlân-Sleat;
2019;Gaasterlân-Sleat;
2020;Gaasterlân-Sleat;
2021;Gaasterlân-Sleat;
2022;Gaasterlân-Sleat;
2023;Gaasterlân-Sleat;
2024;Gaasterlân-Sleat;
1995;Gasselte;83341
1996;Gasselte;85806
1997;Gasselte;96627
1998;Gasselte;
1999;Gasselte;
2000;Gasselte;
2001;Gasselte;
2002;Gasselte;
2003;Gasselte;
2004;Gasselte;
2005;Gasselte;
2006;Gasselte;
2007;Gasselte;
2008;Gasselte;
2009;Gasselte;
2010;Gasselte;
2011;Gasselte;
2012;Gasselte;
2013;Gasselte;
2014;Gasselte;
2015;Gasselte;
2016;Gasselte;
2017;Gasselte;
2018;Gasselte;
2019;Gasselte;
2020;Gasselte;
2021;Gasselte;
2022;Gasselte;
2023;Gasselte;
2024;Gasselte;
1995;Geertruidenberg;92103
1996;Geertruidenberg;103932
1997;Geertruidenberg;122851
1998;Geertruidenberg;134576
1999;Geertruidenberg;153052
2000;Geertruidenberg;177081
2001;Geertruidenberg;195956
2002;Geertruidenberg;222644
2003;Geertruidenberg;215200
2004;Geertruidenberg;225435
2005;Geertruidenberg;224638
2006;Geertruidenberg;240063
2007;Geertruidenberg;247997
2008;Geertruidenberg;241810
2009;Geertruidenberg;225819
2010;Geertruidenberg;208870
2011;Geertruidenberg;213601
2012;Geertruidenberg;217159
2013;Geertruidenberg;197320
2014;Geertruidenberg;202810
2015;Geertruidenberg;208660
2016;Geertruidenberg;231595
2017;Geertruidenberg;233877
2018;Geertruidenberg;258319
2019;Geertruidenberg;259361
2020;Geertruidenberg;307938
2021;Geertruidenberg;352304
2022;Geertruidenberg;374286
2023;Geertruidenberg;386542
2024;Geertruidenberg;410139
1995;Geldermalsen;118207
1996;Geldermalsen;129807
1997;Geldermalsen;145489
1998;Geldermalsen;161313
1999;Geldermalsen;174652
2000;Geldermalsen;214999
2001;Geldermalsen;261524
2002;Geldermalsen;250765
2003;Geldermalsen;254223
2004;Geldermalsen;254850
2005;Geldermalsen;289765
2006;Geldermalsen;290426
2007;Geldermalsen;316439
2008;Geldermalsen;329376
2009;Geldermalsen;325515
2010;Geldermalsen;303398
2011;Geldermalsen;300121
2012;Geldermalsen;296930
2013;Geldermalsen;252729
2014;Geldermalsen;273499
2015;Geldermalsen;267265
2016;Geldermalsen;272297
2017;Geldermalsen;285022
2018;Geldermalsen;322351
2019;Geldermalsen;
2020;Geldermalsen;
2021;Geldermalsen;
2022;Geldermalsen;
2023;Geldermalsen;
2024;Geldermalsen;
1995;Geldrop;88795
1996;Geldrop;100509
1997;Geldrop;117515
1998;Geldrop;131599
1999;Geldrop;156164
2000;Geldrop;192616
2001;Geldrop;199256
2002;Geldrop;209350
2003;Geldrop;220552
2004;Geldrop;
2005;Geldrop;
2006;Geldrop;
2007;Geldrop;
2008;Geldrop;
2009;Geldrop;
2010;Geldrop;
2011;Geldrop;
2012;Geldrop;
2013;Geldrop;
2014;Geldrop;
2015;Geldrop;
2016;Geldrop;
2017;Geldrop;
2018;Geldrop;
2019;Geldrop;
2020;Geldrop;
