"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Bevolkingsdichtheid (aantal inwoners per km²)"
"1998";"Lingewaal";"     211"
"1999";"Lingewaal";"     211"
"2000";"Lingewaal";"     210"
"2001";"Lingewaal";"     211"
"2002";"Lingewaal";"     211"
"2003";"Lingewaal";"     211"
"2004";"Lingewaal";"     213"
"2005";"Lingewaal";"     213"
"2006";"Lingewaal";"     214"
"2007";"Lingewaal";"     215"
"2008";"Lingewaal";"     216"
"2009";"Lingewaal";"     217"
"2010";"Lingewaal";"     216"
"2011";"Lingewaal";"     216"
"2012";"Lingewaal";"     216"
"2013";"Lingewaal";"     218"
"2014";"Lingewaal";"     219"
"2015";"Lingewaal";"     220"
"2016";"Lingewaal";"     221"
"2017";"Lingewaal";"     221"
"2018";"Lingewaal";"     221"
"2019";"Lingewaal";""
"2020";"Lingewaal";""
"2021";"Lingewaal";""
"2022";"Lingewaal";""
"2023";"Lingewaal";""
"2024";"Lingewaal";""
"2025";"Lingewaal";""
"1995";"Lingewaard";""
"1996";"Lingewaard";""
"1997";"Lingewaard";""
"1998";"Lingewaard";""
"1999";"Lingewaard";""
"2000";"Lingewaard";""
"2001";"Lingewaard";""
"2002";"Lingewaard";""
"2003";"Lingewaard";"     677"
"2004";"Lingewaard";"     686"
"2005";"Lingewaard";"     688"
"2006";"Lingewaard";"     700"
"2007";"Lingewaard";"     710"
"2008";"Lingewaard";"     714"
"2009";"Lingewaard";"     724"
"2010";"Lingewaard";"     730"
"2011";"Lingewaard";"     733"
"2012";"Lingewaard";"     735"
"2013";"Lingewaard";"     737"
"2014";"Lingewaard";"     736"
"2015";"Lingewaard";"     737"
"2016";"Lingewaard";"     739"
"2017";"Lingewaard";"     742"
"2018";"Lingewaard";"     748"
"2019";"Lingewaard";"     750"
"2020";"Lingewaard";"     752"
"2021";"Lingewaard";"     755"
"2022";"Lingewaard";"     758"
"2023";"Lingewaard";"     762"
"2024";"Lingewaard";"     764"
"2025";"Lingewaard";""
"1995";"Lisse";"    1388"
"1996";"Lisse";"    1395"
"1997";"Lisse";"    1395"
"1998";"Lisse";"    1399"
"1999";"Lisse";"    1401"
"2000";"Lisse";"    1400"
"2001";"Lisse";"    1404"
"2002";"Lisse";"    1407"
"2003";"Lisse";"    1403"
"2004";"Lisse";"    1405"
"2005";"Lisse";"    1395"
"2006";"Lisse";"    1393"
"2007";"Lisse";"    1399"
"2008";"Lisse";"    1409"
"2009";"Lisse";"    1419"
"2010";"Lisse";"    1422"
"2011";"Lisse";"    1446"
"2012";"Lisse";"    1435"
"2013";"Lisse";"    1427"
"2014";"Lisse";"    1423"
"2015";"Lisse";"    1436"
"2016";"Lisse";"    1441"
"2017";"Lisse";"    1448"
"2018";"Lisse";"    1450"
"2019";"Lisse";"    1453"
"2020";"Lisse";"    1463"
"2021";"Lisse";"    1465"
"2022";"Lisse";"    1466"
"2023";"Lisse";"    1490"
"2024";"Lisse";"    1494"
"2025";"Lisse";""
"1995";"Lith";"     125"
"1996";"Lith";"     123"
"1997";"Lith";"     127"
"1998";"Lith";"     128"
"1999";"Lith";"     129"
"2000";"Lith";"     131"
"2001";"Lith";"     132"
"2002";"Lith";"     132"
"2003";"Lith";"     133"
"2004";"Lith";"     133"
"2005";"Lith";"     133"
"2006";"Lith";"     132"
"2007";"Lith";"     133"
"2008";"Lith";"     133"
"2009";"Lith";"     132"
"2010";"Lith";"     131"
"2011";"Lith";""
"2012";"Lith";""
"2013";"Lith";""
"2014";"Lith";""
"2015";"Lith";""
"2016";"Lith";""
"2017";"Lith";""
"2018";"Lith";""
"2019";"Lith";""
"2020";"Lith";""
"2021";"Lith";""
"2022";"Lith";""
"2023";"Lith";""
"2024";"Lith";""
"2025";"Lith";""
"1995";"Littenseradiel";"      79"
"1996";"Littenseradiel";"      80"
"1997";"Littenseradiel";"      81"
"1998";"Littenseradiel";"      81"
"1999";"Littenseradiel";"      80"
"2000";"Littenseradiel";"      81"
"2001";"Littenseradiel";"      82"
"2002";"Littenseradiel";"      83"
"2003";"Littenseradiel";"      83"
"2004";"Littenseradiel";"      83"
"2005";"Littenseradiel";"      83"
"2006";"Littenseradiel";"      83"
"2007";"Littenseradiel";"      83"
"2008";"Littenseradiel";"      83"
"2009";"Littenseradiel";"      84"
"2010";"Littenseradiel";"      84"
"2011";"Littenseradiel";"      84"
"2012";"Littenseradiel";"      84"
"2013";"Littenseradiel";"      84"
"2014";"Littenseradiel";"      84"
"2015";"Littenseradiel";"      83"
"2016";"Littenseradiel";"      83"
"2017";"Littenseradiel";"      82"
"2018";"Littenseradiel";""
"2019";"Littenseradiel";""
"2020";"Littenseradiel";""
"2021";"Littenseradiel";""
"2022";"Littenseradiel";""
"2023";"Littenseradiel";""
"2024";"Littenseradiel";""
"2025";"Littenseradiel";""
"1995";"Lochem";"     145"
"1996";"Lochem";"     146"
"1997";"Lochem";"     147"
"1998";"Lochem";"     148"
"1999";"Lochem";"     149"
"2000";"Lochem";"     150"
"2001";"Lochem";"     150"
"2002";"Lochem";"     152"
"2003";"Lochem";"     152"
"2004";"Lochem";"     152"
"2005";"Lochem";"     154"
"2006";"Lochem";"     154"
"2007";"Lochem";"     154"
"2008";"Lochem";"     155"
"2009";"Lochem";"     156"
"2010";"Lochem";"     157"
"2011";"Lochem";"     156"
"2012";"Lochem";"     156"
"2013";"Lochem";"     156"
"2014";"Lochem";"     156"
"2015";"Lochem";"     156"
"2016";"Lochem";"     156"
"2017";"Lochem";"     157"
"2018";"Lochem";"     158"
"2019";"Lochem";"     158"
"2020";"Lochem";"     158"
"2021";"Lochem";"     159"
"2022";"Lochem";"     160"
"2023";"Lochem";"     161"
"2024";"Lochem";"     161"
"2025";"Lochem";""
"1995";"Loenen";"     335"
"1996";"Loenen";"     335"
"1997";"Loenen";"     338"
"1998";"Loenen";"     342"
"1999";"Loenen";"     341"
"2000";"Loenen";"     337"
"2001";"Loenen";"     336"
"2002";"Loenen";"     337"
"2003";"Loenen";"     333"
"2004";"Loenen";"     334"
"2005";"Loenen";"     334"
"2006";"Loenen";"     332"
"2007";"Loenen";"     329"
"2008";"Loenen";"     331"
"2009";"Loenen";"     338"
"2010";"Loenen";"     340"
"2011";"Loenen";""
"2012";"Loenen";""
"2013";"Loenen";""
"2014";"Loenen";""
"2015";"Loenen";""
"2016";"Loenen";""
"2017";"Loenen";""
"2018";"Loenen";""
"2019";"Loenen";""
"2020";"Loenen";""
"2021";"Loenen";""
"2022";"Loenen";""
"2023";"Loenen";""
"2024";"Loenen";""
"2025";"Loenen";""
"1995";"Loon op Zand";"     433"
"1996";"Loon op Zand";"     433"
"1997";"Loon op Zand";"     446"
"1998";"Loon op Zand";"     446"
"1999";"Loon op Zand";"     447"
"2000";"Loon op Zand";"     451"
"2001";"Loon op Zand";"     453"
"2002";"Loon op Zand";"     456"
"2003";"Loon op Zand";"     459"
"2004";"Loon op Zand";"     459"
"2005";"Loon op Zand";"     458"
"2006";"Loon op Zand";"     455"
"2007";"Loon op Zand";"     456"
"2008";"Loon op Zand";"     456"
"2009";"Loon op Zand";"     457"
"2010";"Loon op Zand";"     459"
"2011";"Loon op Zand";"     458"
"2012";"Loon op Zand";"     460"
"2013";"Loon op Zand";"     460"
"2014";"Loon op Zand";"     460"
"2015";"Loon op Zand";"     458"
"2016";"Loon op Zand";"     458"
"2017";"Loon op Zand";"     462"
"2018";"Loon op Zand";"     463"
"2019";"Loon op Zand";"     467"
"2020";"Loon op Zand";"     469"
"2021";"Loon op Zand";"     471"
"2022";"Loon op Zand";"     476"
"2023";"Loon op Zand";"     477"
"2024";"Loon op Zand";"     478"
"2025";"Loon op Zand";""
"1995";"Loosdrecht";"     588"
"1996";"Loosdrecht";"     593"
"1997";"Loosdrecht";"     582"
"1998";"Loosdrecht";"     577"
"1999";"Loosdrecht";"     575"
"2000";"Loosdrecht";"     574"
"2001";"Loosdrecht";"     570"
"2002";"Loosdrecht";""
"2003";"Loosdrecht";""
"2004";"Loosdrecht";""
"2005";"Loosdrecht";""
"2006";"Loosdrecht";""
"2007";"Loosdrecht";""
"2008";"Loosdrecht";""
"2009";"Loosdrecht";""
"2010";"Loosdrecht";""
"2011";"Loosdrecht";""
"2012";"Loosdrecht";""
"2013";"Loosdrecht";""
"2014";"Loosdrecht";""
"2015";"Loosdrecht";""
"2016";"Loosdrecht";""
"2017";"Loosdrecht";""
"2018";"Loosdrecht";""
"2019";"Loosdrecht";""
"2020";"Loosdrecht";""
"2021";"Loosdrecht";""
"2022";"Loosdrecht";""
"2023";"Loosdrecht";""
"2024";"Loosdrecht";""
"2025";"Loosdrecht";""
"1995";"Lopik";"     173"
"1996";"Lopik";"     174"
"1997";"Lopik";"     176"
"1998";"Lopik";"     176"
"1999";"Lopik";"     177"
"2000";"Lopik";"     178"
"2001";"Lopik";"     180"
"2002";"Lopik";"     180"
"2003";"Lopik";"     181"
"2004";"Lopik";"     183"
"2005";"Lopik";"     184"
"2006";"Lopik";"     184"
"2007";"Lopik";"     185"
"2008";"Lopik";"     186"
"2009";"Lopik";"     187"
"2010";"Lopik";"     187"
"2011";"Lopik";"     186"
"2012";"Lopik";"     185"
"2013";"Lopik";"     185"
"2014";"Lopik";"     185"
"2015";"Lopik";"     186"
"2016";"Lopik";"     187"
"2017";"Lopik";"     188"
"2018";"Lopik";"     190"
"2019";"Lopik";"     192"
"2020";"Lopik";"     191"
"2021";"Lopik";"     191"
"2022";"Lopik";"     192"
"2023";"Lopik";"     195"
"2024";"Lopik";"     195"
"2025";"Lopik";""
"1995";"Loppersum";"     100"
"1996";"Loppersum";"     100"
"1997";"Loppersum";"     100"
"1998";"Loppersum";"     100"
"1999";"Loppersum";"     100"
"2000";"Loppersum";"     100"
"2001";"Loppersum";"     100"
"2002";"Loppersum";"     100"
"2003";"Loppersum";"     100"
"2004";"Loppersum";"     100"
"2005";"Loppersum";"      99"
"2006";"Loppersum";"      98"
"2007";"Loppersum";"      97"
"2008";"Loppersum";"      96"
"2009";"Loppersum";"      95"
"2010";"Loppersum";"      94"
"2011";"Loppersum";"      94"
"2012";"Loppersum";"      93"
"2013";"Loppersum";"      93"
"2014";"Loppersum";"      92"
"2015";"Loppersum";"      91"
"2016";"Loppersum";"      90"
"2017";"Loppersum";"      89"
"2018";"Loppersum";"      88"
"2019";"Loppersum";"      87"
"2020";"Loppersum";"      86"
"2021";"Loppersum";""
"2022";"Loppersum";""
"2023";"Loppersum";""
"2024";"Loppersum";""
"2025";"Loppersum";""
"1995";"Losser";"     229"
"1996";"Losser";"     229"
"1997";"Losser";"     229"
"1998";"Losser";"     228"
"1999";"Losser";"     225"
"2000";"Losser";"     227"
"2001";"Losser";"     230"
"2002";"Losser";"     229"
"2003";"Losser";"     228"
"2004";"Losser";"     227"
"2005";"Losser";"     227"
"2006";"Losser";"     227"
"2007";"Losser";"     227"
"2008";"Losser";"     227"
"2009";"Losser";"     228"
"2010";"Losser";"     229"
"2011";"Losser";"     229"
"2012";"Losser";"     229"
"2013";"Losser";"     228"
"2014";"Losser";"     229"
"2015";"Losser";"     227"
"2016";"Losser";"     227"
"2017";"Losser";"     228"
"2018";"Losser";"     228"
"2019";"Losser";"     229"
"2020";"Losser";"     230"
"2021";"Losser";"     232"
"2022";"Losser";"     234"
"2023";"Losser";"     237"
"2024";"Losser";"     237"
"2025";"Losser";""
"1995";"Luyksgestel";"     128"
"1996";"Luyksgestel";"     127"
"1997";"Luyksgestel";""
"1998";"Luyksgestel";""
"1999";"Luyksgestel";""
"2000";"Luyksgestel";""
"2001";"Luyksgestel";""
"2002";"Luyksgestel";""
"2003";"Luyksgestel";""
"2004";"Luyksgestel";""
"2005";"Luyksgestel";""
"2006";"Luyksgestel";""
"2007";"Luyksgestel";""
"2008";"Luyksgestel";""
"2009";"Luyksgestel";""
"2010";"Luyksgestel";""
"2011";"Luyksgestel";""
"2012";"Luyksgestel";""
"2013";"Luyksgestel";""
"2014";"Luyksgestel";""
"2015";"Luyksgestel";""
"2016";"Luyksgestel";""
"2017";"Luyksgestel";""
"2018";"Luyksgestel";""
"2019";"Luyksgestel";""
"2020";"Luyksgestel";""
"2021";"Luyksgestel";""
"2022";"Luyksgestel";""
"2023";"Luyksgestel";""
"2024";"Luyksgestel";""
"2025";"Luyksgestel";""
"1995";"Maarheeze";"     166"
"1996";"Maarheeze";"     166"
"1997";"Maarheeze";""
"1998";"Maarheeze";""
"1999";"Maarheeze";""
"2000";"Maarheeze";""
"2001";"Maarheeze";""
"2002";"Maarheeze";""
"2003";"Maarheeze";""
"2004";"Maarheeze";""
"2005";"Maarheeze";""
"2006";"Maarheeze";""
"2007";"Maarheeze";""
"2008";"Maarheeze";""
"2009";"Maarheeze";""
"2010";"Maarheeze";""
"2011";"Maarheeze";""
"2012";"Maarheeze";""
"2013";"Maarheeze";""
"2014";"Maarheeze";""
"2015";"Maarheeze";""
"2016";"Maarheeze";""
"2017";"Maarheeze";""
"2018";"Maarheeze";""
"2019";"Maarheeze";""
"2020";"Maarheeze";""
"2021";"Maarheeze";""
"2022";"Maarheeze";""
"2023";"Maarheeze";""
"2024";"Maarheeze";""
"2025";"Maarheeze";""
"1995";"Maarn";"     232"
"1996";"Maarn";"     233"
"1997";"Maarn";"     233"
"1998";"Maarn";"     232"
"1999";"Maarn";"     230"
"2000";"Maarn";"     231"
"2001";"Maarn";"     230"
"2002";"Maarn";"     229"
"2003";"Maarn";"     231"
"2004";"Maarn";"     235"
"2005";"Maarn";"     236"
"2006";"Maarn";""
"2007";"Maarn";""
"2008";"Maarn";""
"2009";"Maarn";""
"2010";"Maarn";""
"2011";"Maarn";""
"2012";"Maarn";""
"2013";"Maarn";""
"2014";"Maarn";""
"2015";"Maarn";""
"2016";"Maarn";""
"2017";"Maarn";""
"2018";"Maarn";""
"2019";"Maarn";""
"2020";"Maarn";""
"2021";"Maarn";""
"2022";"Maarn";""
"2023";"Maarn";""
"2024";"Maarn";""
"2025";"Maarn";""
"1995";"Maarssen";"    1453"
"1996";"Maarssen";"    1457"
"1997";"Maarssen";"    1456"
"1998";"Maarssen";"    1449"
"1999";"Maarssen";"    1441"
"2000";"Maarssen";"    1440"
"2001";"Maarssen";"    1476"
"2002";"Maarssen";"    1470"
"2003";"Maarssen";"    1471"
"2004";"Maarssen";"    1465"
"2005";"Maarssen";"    1462"
"2006";"Maarssen";"    1454"
"2007";"Maarssen";"    1448"
"2008";"Maarssen";"    1447"
"2009";"Maarssen";"    1458"
"2010";"Maarssen";"    1453"
"2011";"Maarssen";""
"2012";"Maarssen";""
"2013";"Maarssen";""
"2014";"Maarssen";""
"2015";"Maarssen";""
"2016";"Maarssen";""
"2017";"Maarssen";""
"2018";"Maarssen";""
"2019";"Maarssen";""
"2020";"Maarssen";""
"2021";"Maarssen";""
"2022";"Maarssen";""
"2023";"Maarssen";""
"2024";"Maarssen";""
"2025";"Maarssen";""
"1995";"Maartensdijk";"     234"
"1996";"Maartensdijk";"     236"
"1997";"Maartensdijk";"     237"
"1998";"Maartensdijk";"     237"
"1999";"Maartensdijk";"     240"
"2000";"Maartensdijk";"     241"
"2001";"Maartensdijk";""
"2002";"Maartensdijk";""
"2003";"Maartensdijk";""
"2004";"Maartensdijk";""
"2005";"Maartensdijk";""
"2006";"Maartensdijk";""
"2007";"Maartensdijk";""
"2008";"Maartensdijk";""
"2009";"Maartensdijk";""
"2010";"Maartensdijk";""
"2011";"Maartensdijk";""
"2012";"Maartensdijk";""
"2013";"Maartensdijk";""
"2014";"Maartensdijk";""
"2015";"Maartensdijk";""
"2016";"Maartensdijk";""
"2017";"Maartensdijk";""
"2018";"Maartensdijk";""
"2019";"Maartensdijk";""
"2020";"Maartensdijk";""
"2021";"Maartensdijk";""
"2022";"Maartensdijk";""
"2023";"Maartensdijk";""
"2024";"Maartensdijk";""
"2025";"Maartensdijk";""
"1995";"Maasbracht";"     590"
"1996";"Maasbracht";"     592"
"1997";"Maasbracht";"     587"
"1998";"Maasbracht";"     628"
"1999";"Maasbracht";"     627"
"2000";"Maasbracht";"     638"
"2001";"Maasbracht";"     640"
"2002";"Maasbracht";"     640"
"2003";"Maasbracht";"     663"
"2004";"Maasbracht";"     663"
"2005";"Maasbracht";"     660"
"2006";"Maasbracht";"     663"
"2007";"Maasbracht";""
"2008";"Maasbracht";""
"2009";"Maasbracht";""
"2010";"Maasbracht";""
"2011";"Maasbracht";""
"2012";"Maasbracht";""
"2013";"Maasbracht";""
"2014";"Maasbracht";""
"2015";"Maasbracht";""
"2016";"Maasbracht";""
"2017";"Maasbracht";""
"2018";"Maasbracht";""
"2019";"Maasbracht";""
"2020";"Maasbracht";""
"2021";"Maasbracht";""
"2022";"Maasbracht";""
"2023";"Maasbracht";""
"2024";"Maasbracht";""
"2025";"Maasbracht";""
"1995";"Maasbree";"     246"
"1996";"Maasbree";"     245"
"1997";"Maasbree";"     250"
"1998";"Maasbree";"     254"
"1999";"Maasbree";"     254"
"2000";"Maasbree";"     254"
"2001";"Maasbree";"     259"
"2002";"Maasbree";"     259"
"2003";"Maasbree";"     260"
"2004";"Maasbree";"     260"
"2005";"Maasbree";"     259"
"2006";"Maasbree";"     260"
"2007";"Maasbree";"     260"
"2008";"Maasbree";"     262"
"2009";"Maasbree";"     264"
"2010";"Maasbree";""
"2011";"Maasbree";""
"2012";"Maasbree";""
"2013";"Maasbree";""
"2014";"Maasbree";""
"2015";"Maasbree";""
"2016";"Maasbree";""
"2017";"Maasbree";""
"2018";"Maasbree";""
"2019";"Maasbree";""
"2020";"Maasbree";""
"2021";"Maasbree";""
"2022";"Maasbree";""
"2023";"Maasbree";""
"2024";"Maasbree";""
"2025";"Maasbree";""
"1995";"Maasdonk";"     307"
"1996";"Maasdonk";"     302"
"1997";"Maasdonk";"     305"
"1998";"Maasdonk";"     307"
"1999";"Maasdonk";"     308"
"2000";"Maasdonk";"     307"
"2001";"Maasdonk";"     306"
"2002";"Maasdonk";"     307"
"2003";"Maasdonk";"     306"
"2004";"Maasdonk";"     306"
"2005";"Maasdonk";"     305"
"2006";"Maasdonk";"     303"
"2007";"Maasdonk";"     303"
"2008";"Maasdonk";"     302"
"2009";"Maasdonk";"     302"
"2010";"Maasdonk";"     303"
"2011";"Maasdonk";"     302"
"2012";"Maasdonk";"     302"
"2013";"Maasdonk";"     301"
"2014";"Maasdonk";"     302"
"2015";"Maasdonk";""
"2016";"Maasdonk";""
"2017";"Maasdonk";""
"2018";"Maasdonk";""
"2019";"Maasdonk";""
"2020";"Maasdonk";""
"2021";"Maasdonk";""
"2022";"Maasdonk";""
"2023";"Maasdonk";""
"2024";"Maasdonk";""
"2025";"Maasdonk";""
"1995";"Maasdriel";"     350"
"1996";"Maasdriel";"     352"
"1997";"Maasdriel";"     356"
"1998";"Maasdriel";"     359"
"1999";"Maasdriel";"     343"
"2000";"Maasdriel";"     345"
"2001";"Maasdriel";"     350"
"2002";"Maasdriel";"     353"
"2003";"Maasdriel";"     355"
"2004";"Maasdriel";"     355"
"2005";"Maasdriel";"     355"
"2006";"Maasdriel";"     357"
"2007";"Maasdriel";"     356"
"2008";"Maasdriel";"     358"
"2009";"Maasdriel";"     360"
"2010";"Maasdriel";"     360"
"2011";"Maasdriel";"     363"
"2012";"Maasdriel";"     364"
"2013";"Maasdriel";"     364"
"2014";"Maasdriel";"     365"
"2015";"Maasdriel";"     366"
"2016";"Maasdriel";"     364"
"2017";"Maasdriel";"     367"
"2018";"Maasdriel";"     368"
"2019";"Maasdriel";"     374"
"2020";"Maasdriel";"     379"
"2021";"Maasdriel";"     385"
"2022";"Maasdriel";"     387"
"2023";"Maasdriel";"     395"
"2024";"Maasdriel";"     398"
"2025";"Maasdriel";""
"1995";"Maasgouw";""
"1996";"Maasgouw";""
"1997";"Maasgouw";""
"1998";"Maasgouw";""
"1999";"Maasgouw";""
"2000";"Maasgouw";""
"2001";"Maasgouw";""
"2002";"Maasgouw";""
"2003";"Maasgouw";""
"2004";"Maasgouw";""
"2005";"Maasgouw";""
"2006";"Maasgouw";""
"2007";"Maasgouw";"     535"
"2008";"Maasgouw";"     536"
"2009";"Maasgouw";"     537"
"2010";"Maasgouw";"     533"
"2011";"Maasgouw";"     530"
"2012";"Maasgouw";"     526"
"2013";"Maasgouw";"     526"
"2014";"Maasgouw";"     523"
"2015";"Maasgouw";"     519"
"2016";"Maasgouw";"     520"
"2017";"Maasgouw";"     520"
"2018";"Maasgouw";"     518"
"2019";"Maasgouw";"     519"
"2020";"Maasgouw";"     524"
"2021";"Maasgouw";"     524"
"2022";"Maasgouw";"     526"
"2023";"Maasgouw";"     532"
"2024";"Maasgouw";"     534"
"2025";"Maasgouw";""
"1995";"Maashorst";""
"1996";"Maashorst";""
"1997";"Maashorst";""
"1998";"Maashorst";""
"1999";"Maashorst";""
"2000";"Maashorst";""
"2001";"Maashorst";""
"2002";"Maashorst";""
"2003";"Maashorst";""
"2004";"Maashorst";""
"2005";"Maashorst";""
"2006";"Maashorst";""
"2007";"Maashorst";""
"2008";"Maashorst";""
"2009";"Maashorst";""
"2010";"Maashorst";""
"2011";"Maashorst";""
"2012";"Maashorst";""
"2013";"Maashorst";""
"2014";"Maashorst";""
"2015";"Maashorst";""
"2016";"Maashorst";""
"2017";"Maashorst";""
"2018";"Maashorst";""
"2019";"Maashorst";""
"2020";"Maashorst";""
"2021";"Maashorst";""
"2022";"Maashorst";"     425"
"2023";"Maashorst";"     429"
"2024";"Maashorst";"     431"
"2025";"Maashorst";""
"1995";"Maasland";"     278"
"1996";"Maasland";"     280"
"1997";"Maasland";"     282"
"1998";"Maasland";"     283"
"1999";"Maasland";"     283"
"2000";"Maasland";"     291"
"2001";"Maasland";"     291"
"2002";"Maasland";"     292"
"2003";"Maasland";"     293"
"2004";"Maasland";""
"2005";"Maasland";""
"2006";"Maasland";""
"2007";"Maasland";""
"2008";"Maasland";""
"2009";"Maasland";""
"2010";"Maasland";""
"2011";"Maasland";""
"2012";"Maasland";""
"2013";"Maasland";""
"2014";"Maasland";""
"2015";"Maasland";""
"2016";"Maasland";""
"2017";"Maasland";""
"2018";"Maasland";""
"2019";"Maasland";""
"2020";"Maasland";""
"2021";"Maasland";""
"2022";"Maasland";""
"2023";"Maasland";""
"2024";"Maasland";""
"2025";"Maasland";""
"1995";"Maassluis";"    4442"
"1996";"Maassluis";"    4438"
"1997";"Maassluis";"    4437"
"1998";"Maassluis";"    4430"
"1999";"Maassluis";"    4432"
