"Perioden";"Regio's";"Inkomen en vermogen/Particuliere huishoudens excl. studenten (x 1 000)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Woningbezit: huurwoning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Woningbezit: huurwoning (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Woningbezit: huurwoning (1 000 euro)"
"2001";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Nederweert";"     6.7";"    39.0";"    21.0";"    34.1";"    38.8";"    51.3";"    44.0";"    57.1";"    26.6";"    45.0";"    24.8";"    26.1";"    21.0";"    23.1";"    28.3";"    27.4";"    27.7";"    35.8";"    20.9";"    29.2";"    18.9";"   163.2";"    41.7";"    98.1";"   211.4";"   185.1";"   133.7";"   329.6";"   173.5";"   244.9";"    13.5"
"2012";"Nederweert";"     6.8";"    39.7";"    21.3";"    34.8";"    38.0";"    54.4";"    44.4";"    61.3";"    27.2";"    46.0";"    24.8";"    26.5";"    21.3";"    23.7";"    27.8";"    29.0";"    27.9";"    37.2";"    21.4";"    29.7";"    18.9";"   139.2";"    35.2";"    63.0";"   192.2";"   164.3";"   106.2";"   306.8";"   164.8";"   224.6";"    11.8"
"2013";"Nederweert";"     6.9";"    39.9";"    21.1";"    34.0";"    39.5";"    54.5";"    44.9";"    59.7";"    28.0";"    46.5";"    24.3";"    26.8";"    21.1";"    22.9";"    28.9";"    29.1";"    28.4";"    36.8";"    21.9";"    30.2";"    18.7";"   116.6";"    33.0";"    49.5";"   171.1";"   139.5";"    77.4";"   287.4";"   155.8";"   197.9";"    11.1"
"2014";"Nederweert";"     6.9";"    41.4";"    22.3";"    35.1";"    40.0";"    58.0";"    46.1";"    64.6";"    29.1";"    48.4";"    25.0";"    27.8";"    22.3";"    23.7";"    29.2";"    31.0";"    29.4";"    39.4";"    22.7";"    31.4";"    19.3";"   122.6";"    38.4";"    42.5";"   174.5";"   144.2";"    79.9";"   281.7";"   164.3";"   207.1";"     9.8"
"2015";"Nederweert";"     7.0";"    40.9";"    22.3";"    35.3";"    39.4";"    58.0";"    46.8";"    59.7";"    28.2";"    47.7";"    24.8";"    27.6";"    22.3";"    23.9";"    28.8";"    31.0";"    29.9";"    36.0";"    22.3";"    31.1";"    19.3";"   128.4";"    36.5";"    49.4";"   179.1";"   150.0";"    83.4";"   304.2";"   162.5";"   214.8";"    10.2"
"2016";"Nederweert";"     7.0";"    42.7";"    23.1";"    36.0";"    40.3";"    62.3";"    49.2";"    62.0";"    29.0";"    49.9";"    25.5";"    28.7";"    23.1";"    24.3";"    29.5";"    33.2";"    31.4";"    37.4";"    22.9";"    32.4";"    19.9";"   134.9";"    39.4";"    59.4";"   184.6";"   159.2";"    93.6";"   310.0";"   166.2";"   224.5";"     9.8"
"2017";"Nederweert";"     7.1";"    44.2";"    23.4";"    39.4";"    42.6";"    64.4";"    49.9";"    69.3";"    29.8";"    51.7";"    26.3";"    29.8";"    23.5";"    26.4";"    31.2";"    34.4";"    32.0";"    41.5";"    23.7";"    33.7";"    20.5";"   141.2";"    36.3";"    46.8";"   202.1";"   170.2";"    98.1";"   341.3";"   175.1";"   233.4";"     9.4"
"2018";"Nederweert";"     7.2";"    44.8";"    24.0";"    39.4";"    42.9";"    66.0";"    51.1";"    69.1";"    29.8";"    52.3";"    26.5";"    29.9";"    24.0";"    25.8";"    30.7";"    34.7";"    32.4";"    41.5";"    23.3";"    33.7";"    20.6";"   155.4";"    41.8";"    56.9";"   217.7";"   188.4";"   115.2";"   366.4";"   186.2";"   250.4";"     8.9"
"2019";"Nederweert";"     7.2";"    49.0";"    25.1";"    43.1";"    46.6";"    73.8";"    53.6";"    84.5";"    33.3";"    57.5";"    28.1";"    32.5";"    25.1";"    28.6";"    33.4";"    38.6";"    34.0";"    50.2";"    25.6";"    36.9";"    21.7";"   170.8";"    58.1";"    68.3";"   239.2";"   199.0";"   128.0";"   378.6";"   211.0";"   269.9";"     9.9"
"2020";"Nederweert";"     7.3";"    51.3";"    25.8";"    43.2";"    53.3";"    73.1";"    56.1";"    78.9";"    37.7";"    60.4";"    28.5";"    34.3";"    25.8";"    28.8";"    38.1";"    38.2";"    35.5";"    47.8";"    29.0";"    39.1";"    22.2";"   189.2";"    63.1";"    64.4";"   257.2";"   226.0";"   146.3";"   421.6";"   227.1";"   290.9";"    10.0"
"2021";"Nederweert";"     7.4";"    51.3";"    27.4";"    43.4";"    49.2";"    76.6";"    58.7";"    82.4";"    32.9";"    60.0";"    29.7";"    34.3";"    27.5";"    29.1";"    35.2";"    40.2";"    37.3";"    50.0";"    26.1";"    38.7";"    23.3";"   212.2";"    67.2";"    52.7";"   279.4";"   256.7";"   167.5";"   487.1";"   249.5";"   318.0";"    11.7"
"2022";"Nederweert";"     7.4";"    54.5";"    29.6";"    46.5";"    52.8";"    80.6";"    61.7";"    88.3";"    35.4";"    63.5";"    32.0";"    36.6";"    29.7";"    31.1";"    37.8";"    42.3";"    39.1";"    55.4";"    27.9";"    41.0";"    25.4";"   261.5";"    83.2";"    62.0";"   333.8";"   303.2";"   216.0";"   524.6";"   291.1";"   371.2";"    12.3"
"2023";"Nederweert";"     7.6";"    58.3";"       .";"       .";"    56.9";"       .";"    66.5";"       .";"    38.2";"    67.8";"       .";"    39.0";"       .";"       .";"    40.7";"       .";"    42.1";"       .";"    30.1";"    43.9";"       .";"   268.4";"    70.7";"    84.3";"   353.2";"   316.8";"   220.4";"   543.8";"   305.0";"   383.9";"    12.1"
"2024";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Nederweert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2013";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2014";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2015";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2016";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2017";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2018";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2020";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2021";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2022";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Neede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Neerijnen";"     4.4";"    43.5";"    21.6";"    35.4";"    43.6";"    55.7";"    48.1";"    61.2";"    27.7";"    50.8";"    27.2";"    28.2";"    21.6";"    24.0";"    31.8";"    29.3";"    29.7";"    36.3";"    22.0";"    32.0";"    19.6";"   153.3";"    54.8";"    76.9";"   180.2";"   167.8";"   115.8";"   338.0";"   165.2";"   261.4";"     9.6"
"2012";"Neerijnen";"     4.5";"    44.1";"    22.5";"    34.7";"    43.7";"    57.0";"    48.2";"    62.7";"    29.0";"    51.8";"    26.7";"    28.7";"    22.5";"    23.3";"    32.0";"    30.0";"    29.9";"    36.8";"    23.1";"    32.7";"    19.6";"   132.0";"    44.7";"    49.8";"   159.8";"   151.1";"    93.7";"   298.0";"   151.6";"   235.1";"     9.7"
"2013";"Neerijnen";"     4.6";"    44.5";"    22.2";"    36.5";"    43.8";"    58.4";"    49.2";"    63.3";"    29.0";"    52.6";"    26.2";"    29.0";"    22.2";"    24.5";"    32.0";"    30.8";"    30.6";"    37.4";"    22.8";"    33.3";"    19.3";"   100.4";"    40.5";"    45.5";"   131.4";"   119.5";"    64.7";"   252.0";"   120.9";"   200.6";"     7.6"
"2014";"Neerijnen";"     4.6";"    48.4";"    23.6";"    36.9";"    47.9";"    64.6";"    50.2";"    78.8";"    31.4";"    57.7";"    27.0";"    31.4";"    23.6";"    24.4";"    35.0";"    33.9";"    31.2";"    46.4";"    24.8";"    36.4";"    20.1";"    99.7";"    36.5";"    48.6";"   130.2";"   115.4";"    63.3";"   239.3";"   126.3";"   196.9";"     6.7"
"2015";"Neerijnen";"     4.6";"    46.3";"    24.3";"    37.0";"    45.3";"    60.9";"    50.6";"    64.1";"    31.0";"    54.7";"    26.6";"    30.3";"    24.4";"    24.4";"    33.1";"    32.1";"    31.6";"    38.5";"    24.2";"    34.7";"    19.9";"   103.2";"    32.0";"    45.7";"   138.5";"   120.7";"    67.4";"   244.5";"   129.5";"   201.7";"     8.7"
"2016";"Neerijnen";"     4.6";"    48.3";"    24.6";"    38.2";"    47.4";"    64.3";"    52.8";"    68.9";"    31.9";"    57.3";"    27.2";"    31.6";"    24.6";"    25.4";"    34.7";"    33.9";"    32.9";"    41.3";"    25.0";"    36.4";"    20.3";"   113.9";"    31.8";"    27.6";"   150.8";"   128.6";"    74.3";"   272.7";"   143.7";"   212.1";"     7.3"
"2017";"Neerijnen";"     4.7";"    50.5";"    25.2";"    38.6";"    49.8";"    67.7";"    53.9";"    75.7";"    33.2";"    60.0";"    28.0";"    32.9";"    25.2";"    25.9";"    36.4";"    35.5";"    33.7";"    45.1";"    26.0";"    38.1";"    20.8";"   118.4";"    30.2";"    42.7";"   165.6";"   135.2";"    77.7";"   271.1";"   153.2";"   220.2";"     7.9"
"2018";"Neerijnen";"     4.8";"    51.5";"    25.4";"    41.4";"    50.5";"    69.8";"    55.3";"    72.9";"    35.3";"    61.1";"    28.4";"    33.1";"    25.4";"    27.6";"    36.1";"    36.0";"    34.1";"    42.7";"    26.9";"    38.1";"    21.1";"   127.0";"    31.6";"    56.9";"   180.6";"   149.1";"    88.3";"   290.0";"   147.7";"   228.7";"     7.1"
"2019";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2020";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2021";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2022";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Neerijnen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Niedorp";"     4.8";"    41.2";"    22.1";"    32.6";"    41.3";"    54.6";"    44.3";"    57.5";"    28.6";"    46.7";"    24.1";"    27.4";"    22.1";"    22.0";"    30.1";"    28.9";"    28.1";"    34.8";"    22.6";"    30.1";"    18.8";"   142.7";"    40.5";"    31.6";"   201.1";"   161.9";"   102.5";"   277.3";"   183.1";"   207.9";"     7.7"
"2012";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2013";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2014";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2015";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2016";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2017";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2018";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2020";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2021";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2022";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Niedorp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Nieuwegein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Nieuwegein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Nieuwegein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Nieuwegein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Nieuwegein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Nieuwegein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Nieuwegein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Nieuwegein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Nieuwegein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
